gene_id	gene_name	CBA_001	CBA_002	CBA_003	CBA_004	CBA_005	CBA_006	CBA_007	CBA_008	CBA_009	CBA_010
SAA1	SAA1	4.974	2	1	0	2	0	0	1	2.959	0
SAA2	SAA2	1.026	1	0	0	0	0	0	0	1.041	0
SAA2-SAA4	SAA2-SAA4	0	0	0	0	0	0	0	0	0	0
SAA3P	SAA3P	0	0	0	0	0	0	0	0	0	0
SAA4	SAA4	0	0	0	0	0	0	0	0	0	0
SAAL1	SAAL1	406	402	498	523	466	418	612	379	69	106
SAC3D1	SAC3D1	91	110	145	166	90	125	122.999	63	11	27
SACM1L	SACM1L	626	446	635	621	642	494	687	484	181	246
SACS	SACS	752	581	805	834	1149	726	1033	602	447	217
SACS-AS1	SACS-AS1	1	0	3	1	3	0	0	1	3	0
SAE1	SAE1	826.999	561	1140.999	1460.999	698.001	1075	1117	628	151	200
SAFB	SAFB	115.068	106.244	159.994	156.023	79.444	166.673	180.587	51.047	21.873	57
SAFB2	SAFB2	85.932	74.756	141.006	144.977	52.556	165.327	117.412	64.953	18.127	30
SAG	SAG	0	0	0	0	0	0	1	0	0	0
SAGE1	SAGE1	0	0	0	0	0	0	0	0	0	0
SALL1	SALL1	6	4	13	10	9	6	5	8	2	8
SALL2	SALL2	2	0	8	5	5	0	8	11	0	3
SALL3	SALL3	0	0	0	0	0	0	0	0	0	0
SALL4	SALL4	1	0	0	1	3	0	0	0	0	2
SAMD1	SAMD1	5	4	16	16	6	4	14	4	1	5
SAMD10	SAMD10	7	10	18	16	4	13	5	9	1	4
SAMD11	SAMD11	50	25	45	35	36	36	42	23	43	140
SAMD12	SAMD12	13	9	7	7	8	4	21	9	2	9
SAMD12-AS1	SAMD12-AS1	0	0	0	0	0	0	0	0	0	0
SAMD13	SAMD13	22	11	30	75	33	22	19	60.999	4	2
SAMD14	SAMD14	0	0	1	2	2	2	2	0	0	0
SAMD15	SAMD15	15	19	18	23	12	8	13	18	0	0
SAMD3	SAMD3	0	1	1	2	2	0	1	2	0	0
SAMD4A	SAMD4A	85	78	82	44	98	80	115	33	22	68
SAMD4B	SAMD4B	109	109	128	144	155	105	168	118	27	67
SAMD5	SAMD5	6	6	18	25	11	10	17	27	9	9
SAMD7	SAMD7	0	0	0	0	0	0	0	0	0	0
SAMD8	SAMD8	616	524	622	592	786	572	856.999	608	150	128
SAMD9	SAMD9	6948	6040	5707	1073	1884	3843	6025	3245	53	60
SAMD9L	SAMD9L	5970	4576.999	4215	659	861	2457.999	2848.001	1976	26	19
SAMHD1	SAMHD1	3466	2349	3490	1350	1241	2604	2921	1913	84	33
SAMM50	SAMM50	811	624	940	1134	1030	929	1315	814	69	36
SAMSN1	SAMSN1	2	0	0	0	0	0	0	0	2	0
SAMSN1-AS1	SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0
SAP130	SAP130	47	25	37	48	31	36	44	36	37	36
SAP18	SAP18	9133	7823	8742	8645	10847	7089	9939	8314	1798	1018
SAP25	SAP25	0	0	0	0	0	0	0	0	0	1
SAP30	SAP30	335	335	515	549	377	384	400	349	79	173
SAP30BP	SAP30BP	765.999	634	897	915.001	928	730.001	1003	824	97	55
SAP30L	SAP30L	85	67	79	74	50	61.999	82	34	20	67
SAP30L-AS1	SAP30L-AS1	6	7	13	8	7	13	13	4	1	9
SAPCD1	SAPCD1	0	6.032	0	6	0	5	3	5	0	15
SAPCD2	SAPCD2	14	11	33	40	30	25	26	19	10	56
SAR1A	SAR1A	1800	1661	1668	1613	2323	1600	2070	1452	583	713
SAR1B	SAR1B	1958.19	1715	1804	1755	2587	1448	2282	1756	731	432
SARDH	SARDH	0	0	0	1	0	0	0	0	0	0
SARM1	SARM1	13	8	25	23	16	19	28	17	2	17
SARNP	SARNP	1914.001	1553	2066	2162	2495	1602.001	2360.999	1858	605.999	656
SARS	SARS	1658	1757.999	1971.001	2087	1977	1988.001	2701	1382.999	135	143
SARS2	SARS2	23	18	38	51	20	23	24	15	10	11
SART1	SART1	18	18	53	33	22	44	29	31	4	22
SART3	SART3	102	79	126	121	58	97	111	60	20	56
SASH1	SASH1	116	115	170	167	126	79	165	174	56	79
SASH3	SASH3	0	0	0	0	0	0	0	0	0	0
SASS6	SASS6	256	150	237	227	232	187	203	246	154	114
SAT1	SAT1	3387	3547	3250	3190	2997	2427	3255	4915	306	364
SAT2	SAT2	205.001	272	269	277	260	188	236	239	64	70
SATB1	SATB1	7	9	41	34	7	22	26	60	9	8
SATB2	SATB2	74	77	83	73	83	73	80	53	50	36
SATB2-AS1	SATB2-AS1	0	0	0	0	0	0	0	0	0	2
SATL1	SATL1	4	2	3	1	2	0	5	1	3	1
SAV1	SAV1	237	175	206	197	188	148	182	165	73	63
SAYSD1	SAYSD1	155	91	188	189	180	144	195	135	37	48
SBDS	SBDS	4341.202	4136.979	4658.004	4136.08	5610.469	4291.702	5762.699	3260.679	876.383	584.085
SBDSP1	SBDSP1	1395.799	1504.021	1633.996	1295.92	1741.531	1489.298	1706.301	953.32	388.617	212.915
SBF1	SBF1	16	21	24	23	18	18.001	32	14	1	8
SBF1P1	SBF1P1	1	0	0	0	0	0	0	0	0	1
SBF2	SBF2	157	148	184	196	189	144	207	215	76	87
SBF2-AS1	SBF2-AS1	45	58	49	35	46	27	45	21	15	22
SBK1	SBK1	0	0	4	0	1	2	0	1	0	0
SBK2	SBK2	0	0	0	0	0	0	0	0	0	0
SBK3	SBK3	0	0	0	0	0	0	0	0	0	0
SBNO1	SBNO1	300	274	384.999	456	302	280	482	278	116	103
SBNO2	SBNO2	9	10	6	15	12	4	10	5	4	5
SBSN	SBSN	6	1	3	1	3	2	5	1	0	2
SBSPON	SBSPON	48	23	83	105	47	26	31	62	10	15
SC5D	SC5D	2225	1880	2138	1872	3617	2136	3216	1873	181	233
SCAF1	SCAF1	38	55	49	54	34	42	59	37	2	15
SCAF11	SCAF11	636	519.999	779	702	495	568	902	519	293	260
SCAF4	SCAF4	92	80	124	92	119	111	101	90	33	42
SCAF8	SCAF8	137	122	168	166	109	137	136	138	78	110
SCAI	SCAI	82	55	94	134	132	75	69	90	25	74
SCAMP1	SCAMP1	858	646	825	795	837	632	934	688	170	216
SCAMP2	SCAMP2	511	342	541	497	306	437	414	325	28	58
SCAMP3	SCAMP3	1083	904	1320.001	1451	1005	1176	1311.999	830	75	164
SCAMP4	SCAMP4	21	23	37	26	32	26	35	28	0	13
SCAMP5	SCAMP5	10	16	21	23	25	18	17	17	14	18
SCAND1	SCAND1	687	587	761	1015	812	622	900	897	100	216
SCAND2P	SCAND2P	8	12	14	15	18	11	5	9	2	3
SCAND3	SCAND3	70	55	45	19	39	25	34	23	25	6
SCAP	SCAP	23	28	30	28	28	33	42	35	15	35
SCAPER	SCAPER	158	103	191	181	149	140	181	161	34	31
SCARA3	SCARA3	117	91	172	180	134	101	140	102	15	59
SCARA5	SCARA5	1	0	0	0	0	0	0	0	0	0
SCARB1	SCARB1	57	43	89	64	38	59	71	47	2	30
SCARB2	SCARB2	1690	1251	1367	975	895	1052	1178	1127	380	384
SCARF1	SCARF1	0	1	0	2	0	0	1	0	0	0
SCARF2	SCARF2	4	10	24	14	10	17	24	14	4	7
SCARNA1	SCARNA1	0	0	0	0	0	0	0	0	0	0
SCARNA10	SCARNA10	0	0	0	0	0	0	0	0	0	0
SCARNA11	SCARNA11	0	0	0	0	0	0	0	0	0	0
SCARNA12	SCARNA12	1	0	1	0	0	0	2	0	0	0
SCARNA13	SCARNA13	0	0	0	0	0	0	0	0	0	0
SCARNA14	SCARNA14	0	0	0	0	0	0	0	0	0	0
SCARNA15	SCARNA15	0	0	0	0	0	0	0	0	0	0
SCARNA16	SCARNA16	0	1	0	0	0	1	0	0	0	0
SCARNA17	SCARNA17	1	0	1	0	1	0	0	3	0	0
SCARNA18	SCARNA18	0	0	0	0	0	0	0	0	0	0
SCARNA2	SCARNA2	0	0	2	1	0	0	0	0	2	1
SCARNA20	SCARNA20	0	0	0	0	0	0	0	0	0	0
SCARNA21	SCARNA21	0	0	0	0	0	0	0	0	0	0
SCARNA22	SCARNA22	0	0	0	2	0	2	1	0	0	0
SCARNA23	SCARNA23	0	0	0	0	0	0	0	0	0	0
SCARNA27	SCARNA27	0	0	0	0	0	0	0	0	0	0
SCARNA3	SCARNA3	0	0	0	0	0	0	0	0	0	0
SCARNA4	SCARNA4	0	0	0	0	0	0	0	0	0	0
SCARNA5	SCARNA5	0	0	0	0	0	0	0	0	0	1
SCARNA6	SCARNA6	0	0	0	0	0	0	0	0	0	0
SCARNA7	SCARNA7	2	0	0	0	0	0	1	0	0	0
SCARNA8	SCARNA8	0	0	0	0	0	0	0	0	0	0
SCARNA9	SCARNA9	1	0	0	0	1	2	0	0	0	1
SCARNA9L	SCARNA9L	3	1	2	2	1	1	0	0	0	0
SCART1	SCART1	0	0	0	0	0	0	3	0	0	0
SCCPDH	SCCPDH	1923	1406	2318	2535	1970	2083	1888	1240	338	370
SCD	SCD	1209	941	1353.995	1249	1651	1223	1547	635	41	369
SCD5	SCD5	83	72	141	201	121	101	116	96	37	48
SCEL	SCEL	3	3	6	4	3	1	2	0	1	0
SCFD1	SCFD1	2344	1996.002	1978	2241	2838	1722.001	2704	2012.001	491	222
SCFD2	SCFD2	150	95	207	179	137	132	171	82	35	28
SCG2	SCG2	995	918	1101	1678	679	813	408	807	14	7
SCG3	SCG3	0	0	0	1	4	1	3	5	1	3
SCG5	SCG5	1452	1260	937	395	1050	583	590	442	1141	2499
SCGB1A1	SCGB1A1	0	0	0	0	0	0	0	0	0	0
SCGB1B2P	SCGB1B2P	1	2	1	0	0	0	0	0	0	0
SCGB1C1	SCGB1C1	0	0	0	0	0	0	0	0	0	0
SCGB1D1	SCGB1D1	0	0	0	0	0	0	0	0	0	1
SCGB1D2	SCGB1D2	0	0	0	0	0	0	0	0	0	0
SCGB1D4	SCGB1D4	0	0	0	0	0	0	0	0	0	0
SCGB2A1	SCGB2A1	0	1	0	0	0	0	0	0	0	0
SCGB2A2	SCGB2A2	0	1	0	0	0	0	0	5	0	0
SCGB2B2	SCGB2B2	0	2	0	0	0	0	0	0	0	0
SCGB2B3P	SCGB2B3P	0	0	0	0	0	0	0	0	0	0
SCGB3A1	SCGB3A1	0	0	0	0	0	0	0	0	0	0
SCGB3A2	SCGB3A2	0	1	0	0	0	0	0	5	0	0
SCGN	SCGN	0	0	0	0	0	0	0	0	0	0
SCHIP1	SCHIP1	188.439	183.567	274.944	400.279	233.51	160.2	279.696	478.545	90	136
SCHLAP1	SCHLAP1	0	0	1	0	0	0	1	0	0	2
SCIMP	SCIMP	2	2	2	2	3	2	2	0	3	0
SCIN	SCIN	5	0	0	0	0	3	6	3	3	0
SCLT1	SCLT1	215.999	163	240	194	106	199	163	143.001	71	58
SCLY	SCLY	27	32.567	30	49	50	44	46	21	0	11
SCMH1	SCMH1	42	52	77	52	37	41	50	25.001	15	25
SCML1	SCML1	1708.92	1344.957	1349.934	1193.927	1579.956	1071.881	1600.892	1005.959	331.925	259.817
SCML2	SCML2	110.08	93.042	146.066	127.072	113.045	107.12	139.108	65.041	41.075	26.184
SCML4	SCML4	0	1	0	0	0	0	0	0	0	0
SCN10A	SCN10A	0	0	0	0	0	0	0	0	0	1
SCN11A	SCN11A	1	0	0	0	0	0	0	0	0	0
SCN1A	SCN1A	0	1	0	0	0	0	0	1	1	6
SCN1B	SCN1B	4	10	6	13	5	5	7	5	2	3
SCN2A	SCN2A	9	10	9	1.033	11	12	4	3	2	0
SCN2B	SCN2B	0	0	0	0	0	0	0	1	0	0
SCN3A	SCN3A	2	2	0	1	0	1	1	0	0	2
SCN3B	SCN3B	0	0	1	0	0	0	0	0	1	8
SCN4A	SCN4A	1	0	0	0	0	0	0	2	0	0
SCN4B	SCN4B	1	0	0	2	0	0	0	0	0	1
SCN5A	SCN5A	0	0	0	0	2	0	1	0	0	0
SCN7A	SCN7A	2	0	0	0	0	1	1	1	0	1
SCN8A	SCN8A	26	30	17.005	15	35	19	35	20	7	20
SCN9A	SCN9A	19	10	31	27.967	38	24	22	52	19	21
SCNM1	SCNM1	1435	1038	1219.001	1224	1454	981.001	1379	1274.001	279	194
SCNN1A	SCNN1A	0	0	1	1	1	0	0	0	0	0
SCNN1B	SCNN1B	0	0	0	0	0	0	0	0	0	0
SCNN1D	SCNN1D	4	0	1	1	1	1	0	2	0	3
SCNN1G	SCNN1G	0	0	0	0	0	0	0	0	0	0
SCO1	SCO1	365	316	327	292	221	324	289	142	60	55
SCO2	SCO2	616.004	546.865	644.14	399.467	432.417	527.049	544.001	393.542	35	46
SCOC	SCOC	3721.001	3217.999	3482	3662	5552	2705.999	4853.001	3347	1603	669.999
SCP2	SCP2	3859.001	2797.999	3882.999	4656	4903	3084.001	4848	4585.999	1069	755
SCP2D1	SCP2D1	0	0	0	0	0	0	0	0	0	0
SCPEP1	SCPEP1	327	215	464	508	236	286	409	503	47	80
SCRG1	SCRG1	0	0	0	3	0	0	0	11	0	0
SCRIB	SCRIB	22	4	24	11	17	24	20	15	5	26
SCRN1	SCRN1	535	528	737.999	506	635	554	747	412	176	209
SCRN2	SCRN2	37	36	58	71	31	49	48	33	11	18
SCRN3	SCRN3	245.999	162	311	319.999	270	204	362	286.999	66.999	76
SCRT1	SCRT1	0	0	0	0	0	1	0	0	0	0
SCRT2	SCRT2	0	0	0	0	0	0	0	0	0	0
SCT	SCT	0	0	0	0	0	0	0	0	0	0
SCTR	SCTR	0	0	0	0	0	0	0	0	0	0
SCUBE1	SCUBE1	0	0	0	0	0	0	0	0	0	0
SCUBE2	SCUBE2	5	0	5	11	7	5	11	6	0	2
SCUBE3	SCUBE3	10	9	6	4	6	5	9	8	0	3
SCXB	SCXB	3	0	3	8	1	1	5	1	2	13
SCYL1	SCYL1	40	42	64	63	29	42	54	19	7	23
SCYL2	SCYL2	504	357	386	352	506	306	493	355	205	193
SCYL3	SCYL3	79	50	61	67	44	47	79.999	77	15	17
SDAD1	SDAD1	927	840	1078.999	986.001	1126	894	1234.001	759.999	224	108
SDC1	SDC1	121	94	162	144	110	123	145	72	26	30
SDC2	SDC2	459	461	658.001	667.001	533	476	576	580	270	338
SDC3	SDC3	8	7	13	5	10	7	6	4	6	17
SDC4	SDC4	235	174	228	154	203	184	282	142	34	124
SDC4P	SDC4P	0	0	0	0	0	0	0	0	0	0
SDCBP	SDCBP	13620.001	11067	11002.999	10993.001	12577	8257.999	13541	12379	1879	1079
SDCBP2	SDCBP2	12.549	12.55	30	21.84	24	16.044	10	21	0	6
SDCBP2-AS1	SDCBP2-AS1	14	14	7	17	11	18	8	15	1	4
SDCCAG3	SDCCAG3	153	109.001	165.001	169	162	136	171.999	97	33	99
SDCCAG8	SDCCAG8	252	158	368	381	306	275.999	268	220.999	53	59.001
SDE2	SDE2	189	155	163	157	144	142	211	130	46	74
SDF2	SDF2	1233	863	1266	1428	1480	1136	1389	1223	133	142
SDF2L1	SDF2L1	558	455	653	536	645	629	518	314	43	52
SDF4	SDF4	173	184	232	254	138	314	239	142	10	50
SDHA	SDHA	220.407	164.821	276.259	281.397	140.118	194.512	200.992	134.896	69	100.003
SDHAF1	SDHAF1	77	82	84	128	92	73	96	82	12	31
SDHAF2	SDHAF2	663	645	783	747	954	585	892	751	111	137
SDHAP1	SDHAP1	14.789	4.626	7.817	18.801	2.245	19.94	11.573	9.564	4	4.692
SDHAP2	SDHAP2	13.634	23.589	25.524	32.25	24.796	38.368	39.481	21.406	3.138	18.889
SDHAP3	SDHAP3	5.14	7.179	9.398	9	16.72	12.82	7.526	7.104	0	13.697
SDHB	SDHB	4144	3355	4001	4176	5797	3532	5388	3558	968	525
SDHC	SDHC	409	345.001	419	409	490.999	432	487	357	120	124
SDHD	SDHD	4096	3264	4265	4348	5480	3281	4833	4039	1322	675.999
SDK1	SDK1	4	6	9	6	5	3	8	3	0	1
SDK2	SDK2	1	0	2	0	0	0	0	4	0	0
SDPR	SDPR	10	2	2	0	2	0	1	3	0	0
SDR16C5	SDR16C5	0	0	0	0	0	0	0	0	0	0
SDR16C6P	SDR16C6P	0	0	0	0	0	0	0	0	0	0
SDR39U1	SDR39U1	223	180	306.001	320	243	227	247	243	37	39
SDR42E1	SDR42E1	0	0	0	0	0	1	0	0	0	0
SDR9C7	SDR9C7	0	0	0	0	0	0	0	1	0	0
SDS	SDS	0	5	1	0	0	0	0	0	0	0
SDSL	SDSL	37	37	51	65	44	37	37	33	7	17
SEBOX	SEBOX	0	0	0	0	0	0	0	0	0	0
SEC11A	SEC11A	2675	2287	2718.001	2810.999	3129	2331.001	3360	2314.001	635	544.999
SEC11C	SEC11C	732	679	739	728	942	773	865	579	210	177
SEC13	SEC13	1644	1407	2314	2677	2546	2172	2741	1524	230	227
SEC14L1	SEC14L1	92	74	135.552	139.815	150.122	119	209.634	90	45	37.979
SEC14L1P1	SEC14L1P1	5	5	6	7	3	9	5	5	1	1.021
SEC14L2	SEC14L2	115	84	142	145	121	111	191	101	14	26
SEC14L3	SEC14L3	1	0	0	0	0	0	0	0	0	0
SEC14L4	SEC14L4	1	2	0	0	0	0	0	0	0	0
SEC14L5	SEC14L5	2	1	0	1	0	0	0	0	0	0
SEC14L6	SEC14L6	0	0	0	0	0	0	0	1	0	0
SEC16A	SEC16A	151	153	174	223	227	211.135	217	151	55	122
SEC16B	SEC16B	0	1	0	2	1	6	0	5	0	0
SEC1P	SEC1P	0	0	0	0	0	1	0	0	0	0
SEC22A	SEC22A	800	645	738	818	989	577	922	837	252	159
SEC22B	SEC22B	604.435	499.237	678.593	664.566	675.691	662.232	906.642	495.639	149.099	132.315
SEC22C	SEC22C	537	482	825	855.001	734	645	857	572	145	205
SEC23A	SEC23A	1097	730	1139	1201	1102	1038	1313	687	668	558
SEC23B	SEC23B	1224	686	1265	1316	844	1010	1149	703	157	199
SEC23IP	SEC23IP	415	234.001	404	362	374	293	366	318.001	261.999	216
SEC24A	SEC24A	331	191	298	253	442	220	292	311	264	225
SEC24B	SEC24B	150	140	160	174	186	150	219	133	94	132
SEC24B-AS1	SEC24B-AS1	7	13	12	12	12	9	10	7	3	4
SEC24C	SEC24C	92	89	123	107	99	94	119	74	30	58
SEC24D	SEC24D	417	227	362	350	373	271	374	285	299	188
SEC31A	SEC31A	1191	795	1531.999	1585	1339.998	1253	2018.001	1164	337	307
SEC31B	SEC31B	4	0	1	1	1	2	0	0	1	3
SEC61A1	SEC61A1	400	292	465	392	417	374	429	273	53	137
SEC61A2	SEC61A2	91	97	126	89	93	77	106	65	12	37
SEC61B	SEC61B	3322	2806	3496	3611	5295	2900	4407	3193	1279	1602
SEC61G	SEC61G	6211	5015	6508	6218	9767	5117	8334	5879	4480	5099
SEC62	SEC62	2181	1867	2067	2111	2663	1624	2591	2247	872	1074
SEC63	SEC63	595	360	628	620	621	486	628	489	280	283
SECISBP2	SECISBP2	475.999	443	550.999	515	492.001	517	627.999	384.999	71	59
SECISBP2L	SECISBP2L	169	130	283	249	173	200	267	203	46	57
SECTM1	SECTM1	73	36	39	7	2	32	19	3	0	0
SEH1L	SEH1L	505	454	566	488	613.999	527	715	322	175	183
SEL1L	SEL1L	476	317	439	404.001	513	356	555.999	474	243	232
SEL1L2	SEL1L2	0	0	0	0	0	0	0	0	1	0
SEL1L3	SEL1L3	46	36	75	50	24	35	57	59	41	96
SELE	SELE	0	0	0	0	0	0	0	0	1	0
SELENBP1	SELENBP1	92	46	119	199	57	52	58	137	22	55
SELK	SELK	2102	1540	2181	1843	2598	1792	2109	2419	652	644
SELL	SELL	0	0	0	0	0	0	0	2	0	0
SELM	SELM	23	28	50	42	38	24	31	69	11	30
SELO	SELO	28	19	39	49	29	36	36	13	4	27
SELP	SELP	0	1	0	0	0	0	0	0	0	1
SELPLG	SELPLG	5	1	11	1	0	3	1	1	0	1
SELT	SELT	2828	2420	3237	3130	3408	2867	3494	2375	497	578
SELV	SELV	0	0	0	0	0	0	0	0	0	0
SEMA3A	SEMA3A	3685	2210	3438	3446.001	3236	2372	3916	2256.001	476	144
SEMA3B	SEMA3B	3	5	1	6	1	12	3	12	0	3
SEMA3B-AS1	SEMA3B-AS1	0	0	0	0	0	0	0	0	0	0
SEMA3C	SEMA3C	509	456	755	828	761	592	915	793	461	728
SEMA3D	SEMA3D	3	0	2	1	0	3	0	1	2	2
SEMA3E	SEMA3E	3	1	3	9	4	6	6	4	0	2
SEMA3F	SEMA3F	11	11	7	7	6	9	3	10	1	15
SEMA3G	SEMA3G	0	0	0	0	0	0	1	0	0	0
SEMA4A	SEMA4A	0	1	1	2	0	0	0	1	0	2
SEMA4B	SEMA4B	35	27	38	33	23	27	25	31	21	40
SEMA4C	SEMA4C	1	0	0	0	0	4	4	1	0	1
SEMA4D	SEMA4D	23	12	23	23	19	30	28	26	3	16
SEMA4F	SEMA4F	44	20	35	50	26	36	60	27	16	32
SEMA4G	SEMA4G	1	0	0	0	0	0	0	0	0	0
SEMA5A	SEMA5A	1	2	0	0	0	1	0	2	4	3
SEMA5B	SEMA5B	0	1	0	0	0	0	0	0	0	1
SEMA6A	SEMA6A	1	1	0	1	0	1	1	0	0	0
SEMA6B	SEMA6B	3	0	1	5	2	1	1	5	0	0
SEMA6C	SEMA6C	1	0	2	6	2	2	0	2	0	1
SEMA6D	SEMA6D	2	2	0	1	3	0	0	1	0	1
SEMA7A	SEMA7A	3	4	2	1	3	7	4	6	0	5
SEMG1	SEMG1	1	1	0	0	1	0	1	0	0	0
SEMG2	SEMG2	0	0	0	0	0	0	0	0	0	0
SENCR	SENCR	0	0	0	0	0	0	0	0	0	0
SENP1	SENP1	215	181	249	231	171.999	149	230	203	77	80
SENP2	SENP2	205	151	191	180	159	134	186	156	86	82
SENP3	SENP3	64.572	64	78	123.716	131	92	97	60	33	44
SENP3-EIF4A1	SENP3-EIF4A1	2.081	0	0	1.841	0	0	0	0	0	0
SENP5	SENP5	224.001	239	284	243	285	225	256	181	36	64
SENP6	SENP6	567	468	458.001	422.001	687	378	545	470	314	266
SENP7	SENP7	307.001	218	259	274	296	187.999	338	287.999	76.999	88
SENP8	SENP8	70	81	102	91	89	39	77	70	39	11
SEP15	SEP15	9808	7727	9817	9645	12984	8586	11929	10067	2000	1316
SEPHS1	SEPHS1	489	425	565	693	587	595.001	806.001	422	228	281.999
SEPHS2	SEPHS2	208	167	199	196	174	193	196	176	78	78
SEPN1	SEPN1	145	148	137	161	155	102	150	149	31	104
SEPP1	SEPP1	2	0	0	14	0	0	0	8	0	0
SEPSECS	SEPSECS	82	64	77	82	42	42	72	74	13	27
SEPSECS-AS1	SEPSECS-AS1	5	8	3	5	7	4	6	6	2	3
SEPT1	SEPT1	1	1	1	2	10	3	2	5	0	4
SEPT10	SEPT10	1240	928	1242	1299	1424	1006	1570	968	326	400
SEPT11	SEPT11	1240	919.001	1653	1745	1518	1304	1959	957	342	269.999
SEPT12	SEPT12	0	0	0	0	0	0	0	0	0	0
SEPT14	SEPT14	2	3	0	0	0	0	0	0	1	0
SEPT2	SEPT2	1756.999	1429	2156	2097	2027.001	1761.999	2607	1401	676	796
SEPT3	SEPT3	7	1	4	3	5	7	2	16	0	7
SEPT4	SEPT4	174	73	249	349.001	175	156.001	219	235.999	10	12
SEPT5	SEPT5	13	10.446	7	6.047	13	2.117	8.454	2	0	4
SEPT5-GP1BB	SEPT5-GP1BB	0	1.871	0	15.021	0	14.883	6.546	0	0	0
SEPT6	SEPT6	28	15.999	27	24.999	21	16	30	33	8	25
SEPT7	SEPT7	20338.732	15826.652	18489.825	19638.731	27386.631	15399.829	25014.736	18310.87	4594.952	1783.933
SEPT7P2	SEPT7P2	112.832	165.325	184.174	121.251	133.604	145.167	110.23	115.117	31.046	37.067
SEPT7P9	SEPT7P9	2.009	1	0	1	1.02	0	0	3	0	0
SEPT8	SEPT8	101	58	97	144	122	89	153	93	52	79
SEPT9	SEPT9	73	59	89	96	92	81.001	116	86	16	51
SEPW1	SEPW1	3393	2897	4027	4376	5161	3394	4636	3096	592	853
SERAC1	SERAC1	189	182.999	269	211	212	200	287	155	77	104
SERBP1	SERBP1	2739	2048	2568	2693.999	2851	2544	2957	1658	1190	1371
SERF1A	SERF1A	0	0	0	0	7.185	0	95.117	32.001	0	0
SERF1B	SERF1B	469	562.002	546	618.001	843.815	443	588.883	509.999	272	413
SERF2	SERF2	10300.628	8839.797	11232.883	12143	14332.18	8386.154	12579	11984.001	5507.881	6154
SERF2-C15ORF63	SERF2-C15ORF63	28.279	24.182	2.748	0	15.812	15.832	0	0	2.774	0
SERGEF	SERGEF	162	145	221	301.001	211	218.999	240	176	26	38
SERHL	SERHL	6.517	0	0	1.312	1.05	3.73	2.73	0	0	0
SERHL2	SERHL2	19.482	8	32	23.688	12.95	11.27	11.27	9	3	6
SERINC1	SERINC1	3408	3152	3783	3843	3878	2910	5103	3930	493	463
SERINC2	SERINC2	39	18	41	36	15	76	68	6	0	0
SERINC3	SERINC3	2703	2306	3257	3102	2709	2321	3733	2543	329	376
SERINC4	SERINC4	7	7	5	7	15	8	9	12	0	1
SERINC5	SERINC5	216	212	249	366.313	265	210	366	364	46	84
SERP1	SERP1	1174	1161	1547	1339	1736	1447	1524	868	579	659
SERP2	SERP2	61	85	105	104	141	92	107	66	4	17
SERPINA1	SERPINA1	35	16	41	78	24	20	33	36	0	12
SERPINA10	SERPINA10	0	0	0	0	0	0	0	0	0	0
SERPINA11	SERPINA11	0	0	0	0	0	0	0	0	0	0
SERPINA12	SERPINA12	0	0	0	0	0	0	1	0	0	0
SERPINA13P	SERPINA13P	0	1	0	0	0	0	0	0	0	0
SERPINA3	SERPINA3	0	0	12	10	2	3	19	60	1	0
SERPINA4	SERPINA4	0	0	0	0	1	0	0	0	0	0
SERPINA5	SERPINA5	1	0	0	0	0	0	0	0	0	0
SERPINA6	SERPINA6	0	0	0	0	0	0	0	0	0	0
SERPINA7	SERPINA7	0	0	0	0	0	0	0	2	0	0
SERPINA9	SERPINA9	0	0	0	0	0	0	0	0	0	0
SERPINB1	SERPINB1	1634.001	1156	1507	1427	1073.001	1110	1482	1268	154	172
SERPINB10	SERPINB10	5	0	1	1	2	2	0	1	0	0
SERPINB11	SERPINB11	0	0	0	0	0	3	0	0	0	0
SERPINB12	SERPINB12	0	0	0	0	0	0	0	0	0	0
SERPINB13	SERPINB13	1	0	0	0	0	0	2	1	0	2
SERPINB2	SERPINB2	98	74	112	115	133	183	138	74	0	0
SERPINB3	SERPINB3	304.56	205.458	180.299	213.668	242.804	105.221	39.98	56.431	250.187	52
SERPINB4	SERPINB4	285.44	202.542	189.701	164.332	196.196	64.779	40.02	71.569	199.813	47
SERPINB5	SERPINB5	0	1	0	0	0	0	0	0	0	0
SERPINB6	SERPINB6	1823.001	1223	1867	2084.001	1909	1607	2021	1413	203.999	180
SERPINB7	SERPINB7	10410.999	7679.999	8245	6062.999	8068	6595	5848	2765	461	83
SERPINB8	SERPINB8	770	569.999	685	658	628	675.999	841	653	60	68
SERPINB9	SERPINB9	52	20	26	13	9	21	43	17	2	7
SERPINC1	SERPINC1	0	8	1	1	1	4	2	3	0	0
SERPIND1	SERPIND1	0	1	0	0	0	0	1	1	0	0
SERPINE1	SERPINE1	3557	2786	2971	1172	2813	4107	5476	827	424	762
SERPINE2	SERPINE2	2258	1856	2655	3126	1573	1832	1845	2353	376	261
SERPINE3	SERPINE3	0	1	0	0	0	0	0	0	0	0
SERPINF1	SERPINF1	1	4	7	9	4	7	1	22	0	0
SERPINF2	SERPINF2	0	1	1	0	0	0	0	0	0	0
SERPING1	SERPING1	11	9	13	1	0	3	5	21	0	0
SERPINH1	SERPINH1	143	90	205	164	132	162	167	128	125	326
SERPINI1	SERPINI1	11	24	39	43	28	31	24	96	9	15
