"","CBA_001","CBA_002","CBA_004","CBA_005","CBA_007","CBA_008"
"GTF2F2",4121,3492,4087,5001,4969,2876
"GTF2H1",1223,1237,984,1286,1523,969
"GTF2H2",318,248,262,404,407,187
"GTF2H2B",85,71,78,101,87,61
"GTF2H2C",681,692,657,789,927,530
"GTF2H3",391,332,401,411,556,333
"GTF2H4",6,7,10,6,11,8
"GTF2H5",2250,1814,2374,3439,2944,1909
"GTF2I",869,588,1045,864,1059,991
"GTF2IP1",194,154,271,267,388,244
"GTF2IRD1",21,13,38,29,22,26
"GTF2IRD1P1",118,90,142,126,120,129
"GTF2IRD2",203,182,452,312,368,267
"GTF2IRD2B",54,43,85,69,90,67
"GTF3A",4305,3990,5770,7524,6649,3598
"GTF3C1",53,38,83,56,112,81
"GTF3C2",54,67,84,70,79,48
"GTF3C3",248,212,343,231,380,228
"GTF3C4",32,37,17,41,51,32
"GTF3C5",94,61,93,51,71,42
"GTF3C6",4074,3550,4675,5912,4927,4282
"GTPBP1",38,35,23,32,18,16
"GTPBP10",974,896,688,1068,929,797
"GTPBP2",125,121,98,74,84,70
"GTPBP3",31,12,28,19,33,10
"GTPBP4",1075,914,1128,1398,1926,822
"GTPBP6",40,43,63,35,49,27
"GTPBP6-2",0,0,0,0,0,0
"GTPBP8",206,230,282,311,292,218
"GTSCR1",0,0,0,0,0,0
"GTSE1",205,105,302,114,196,112
"GTSE1-AS1",2,0,1,0,0,0
"GTSF1",0,0,0,0,0,0
"GTSF1L",0,0,0,0,6,0
"GUCA1A",0,1,1,0,1,2
"GUCA1B",5,1,3,3,0,1
"GUCA1C",0,0,0,0,0,0
"GUCA2A",0,0,0,0,0,0
"GUCA2B",0,0,0,0,0,0
"GUCD1",104,70,89,53,92,36
"GUCY1A2",93,124,279,264,283,259
"GUCY1A3",14,12,31,18,45,32
"GUCY1B2",0,0,0,0,0,0
"GUCY1B3",114,96,205,126,172,190
"GUCY2C",0,0,0,0,0,0
"GUCY2D",0,0,0,0,0,0
"GUCY2EP",0,0,0,0,0,0
"GUCY2F",0,0,0,0,0,0
"GUCY2GP",0,0,0,0,0,0
"GUF1",141,144,159,203,176,131
"GUK1",2417,2155,3440,2972,3072,2130
"GULP1",244,262,316,282,258,233
"GUSB",587,434,736,296,497,373
"GUSBP1",49,55,61,54,53,45
"GUSBP10",0,0,0,0,0,0
"GUSBP11",18,17,21,7,10,9
"GUSBP2",4,0,5,0,3,0
"GUSBP3",0,0,3,1,3,2
"GUSBP4",1,4,6,3,4,2
"GUSBP5",0,1,0,0,0,0
"GUSBP9",0,0,0,0,0,0
"GVINP1",3,0,0,0,0,0
"GXYLT1",299,235,316,293,310,214
"GXYLT2",9,7,32,14,41,23
"GYG1",642,506,663,727,911,470
"GYG2",0,1,0,0,0,0
"GYG2P1",0,0,0,0,0,0
"GYLTL1B",0,0,0,0,0,0
"GYPA",0,0,0,0,0,1
"GYPB",0,0,0,0,0,0
"GYPC",0,1,2,0,0,0
"GYPE",0,0,1,0,0,0
"GYS1",46,29,77,64,47,48
"GYS2",2,2,0,1,0,6
"GZF1",208,198,170,154,134,151
"GZMA",0,1,0,0,0,2
"GZMB",0,0,0,0,0,0
"GZMH",0,0,0,0,0,0
"GZMK",0,0,0,0,0,0
"GZMM",0,0,0,0,0,0
"H19",0,0,0,0,0,0
"H1F0",129,75,90,50,52,179
"H1FNT",0,0,0,0,0,0
"H1FOO",0,0,0,0,0,0
"H1FX",33,46,61,27,33,51
"H1FX-AS1",0,0,6,3,0,7
"H2AFB1",0,0,0,0,0,0
"H2AFB2",0,2,0,0,0,0
"H2AFB3",3,0,0,0,0,0
"H2AFJ",71,70,90,60,64,63
"H2AFV",3076,2355,5210,4307,4498,3537
"H2AFX",69,47,111,49,78,58
"H2AFY",763,640,1375,846,1001,599
"H2AFY2",27,18,53,13,26,14
"H2AFZ",16503,12974,19618,21723,19079,14741
"H2BFM",3,0,0,1,0,0
"H2BFWT",0,0,0,0,0,0
"H2BFXP",15,6,8,6,17,3
"H3F3A",5275,4249,9544,7428,8058,8610
"H3F3AP4",1928,1521,3366,2536,2977,3117
"H3F3B",13747,12981,16266,13659,15847,11965
"H3F3C",4,0,2,2,5,2
"H6PD",29,34,63,47,59,54
"HAAO",4,2,3,3,3,1
"HABP2",0,0,0,0,0,0
"HABP4",147,113,257,133,167,75
"HACE1",114,103,122,90,118,101
"HACL1",378,388,630,571,604,556
"HADH",368,270,686,439,520,332
"HADHA",677,423,811,509,812,482
"HADHB",1650,1253,2326,1935,2454,2004
"HAGH",257,228,405,290,319,203
"HAGHL",17,8,38,23,15,13
"HAL",0,1,0,0,0,1
"HAMP",0,0,0,0,1,0
"HAND1",0,0,0,0,0,0
"HAND2",0,0,0,0,0,0
"HAND2-AS1",0,0,0,0,0,0
"HAO1",0,3,4,1,1,3
"HAO2",0,0,1,1,1,0
"HAO2-IT1",0,0,0,0,0,0
"HAP1",0,2,1,0,0,1
"HAPLN1",2,0,0,5,1,1
"HAPLN2",0,0,0,0,0,1
"HAPLN3",6,5,10,2,2,8
"HAPLN4",0,0,0,0,0,3
"HAR1A",3,0,0,0,0,0
"HAR1B",0,0,1,0,0,0
"HARBI1",60,63,55,78,68,49
"HARS",321,263,526,335,544,259
"HARS2",66,65,102,62,81,60
"HAS1",0,0,0,0,0,0
"HAS2",2453,1979,1407,2834,2896,1011
"HAS2-AS1",277,240,206,337,260,132
"HAS3",61,56,67,73,60,19
"HAT1",4418,3283,4526,5828,5204,4884
"HAUS1",1719,1254,1843,2186,1729,1839
"HAUS2",472,456,454,552,573,369
"HAUS3",232,119,201,193,223,183
"HAUS4",128,113,145,104,88,86
"HAUS5",21,23,25,24,15,18
"HAUS6",889,632,809,682,872,580
"HAUS7",147,129,246,152,265,113
"HAUS8",238,161,281,219,208,233
"HAVCR1",0,0,0,0,0,0
"HAVCR1P1",0,1,0,1,0,0
"HAVCR2",1,1,0,2,2,0
"HAX1",1361,1098,1447,1504,1765,1060
"HBCBP",0,0,0,0,0,0
"HBEGF",88,76,36,72,120,32
"HBP1",921,909,912,716,917,1357
"HBS1L",1005,874,1723,1288,1921,927
"HBZ",0,0,0,0,0,0
"HCAR1",0,0,0,0,0,0
"HCAR2",0,0,0,0,0,1
"HCAR3",1,0,0,0,0,0
"HCCAT3",0,0,0,0,0,0
"HCCAT4",0,0,0,0,0,0
"HCCAT5",0,0,0,0,0,0
"HCCS",709,645,743,740,821,539
"HCFC1",73,84,119,97,117,70
"HCFC1R1",494,380,730,490,449,599
"HCFC2",192,152,143,120,150,135
"HCG11",13,5,16,9,9,14
"HCG14",0,0,2,0,6,3
"HCG16",0,0,0,2,0,0
"HCG17",1,3,7,3,5,7
"HCG18",153,168,162,173,209,108
"HCG22",0,0,0,1,0,0
"HCG23",0,0,0,0,0,0
"HCG25",1,0,4,0,0,1
"HCG26",0,0,0,0,0,0
"HCG27",2,3,1,2,1,1
"HCG4",0,0,0,0,0,0
"HCG4B",1,0,0,1,1,0
"HCG8",18,5,13,11,8,9
"HCG9",0,0,0,0,0,0
"HCK",0,0,0,2,4,1
"HCLS1",0,0,0,0,0,0
"HCN1",1,4,0,1,0,1
"HCN2",0,0,1,0,0,0
"HCN3",7,10,7,6,12,9
"HCN4",0,0,0,0,0,0
"HCP5",0,1,0,2,2,1
"HCRT",0,0,0,1,0,0
"HCRTR1",0,0,0,0,0,0
"HCRTR2",0,0,0,2,1,0
"HCST",6,1,3,7,5,7
"HDAC1",372,308,537,363,467,258
"HDAC10",11,14,6,8,5,6
"HDAC11",11,4,12,5,20,4
"HDAC11-AS1",0,0,0,0,0,0
"HDAC2",1641,1100,1588,1304,1498,970
"HDAC3",344,267,565,355,501,253
"HDAC4",17,9,19,32,15,15
"HDAC5",12,8,30,9,17,12
"HDAC6",75,89,124,73,87,67
"HDAC7",25,8,31,29,42,21
"HDAC8",197,187,396,273,339,243
"HDAC9",1000,574,626,674,847,643
"HDC",0,0,0,0,0,0
"HDDC2",902,743,1094,1655,1397,901
"HDDC3",126,127,171,186,167,134
"HDGF",343,241,509,431,485,248
"HDGFL1",0,0,0,0,0,0
"HDGFRP2",41,37,64,51,62,30
"HDGFRP3",460,440,504,604,623,414
"HDHD1",347,256,435,344,438,223
"HDHD2",433,371,709,566,634,454
"HDHD3",28,29,36,16,24,19
"HDLBP",368,303,638,561,770,391
"HDX",425,391,192,249,370,222
"HEATR1",468,352,455,509,764,409
"HEATR2",121,93,108,111,122,82
"HEATR3",13,23,33,15,44,13
"HEATR4",1,0,0,0,1,1
"HEATR5A",206,141,225,271,318,173
"HEATR5B",106,76,114,112,105,84
"HEATR6",57,32,75,59,73,44
"HEBP1",284,291,402,426,423,271
"HEBP2",1132,1115,1297,1735,1579,719
"HECA",193,233,181,256,217,209
"HECTD1",292,285,329,430,436,290
"HECTD2",236,199,248,218,244,318
"HECTD3",59,47,73,58,76,47
"HECTD4",41,17,36,21,43,33
"HECW1",0,0,0,0,0,0
"HECW2",13,1,2,1,2,0
"HEG1",190,121,211,187,212,160
"HEIH",29,30,56,23,37,12
"HELB",28,13,27,5,30,10
"HELLS",569,423,679,545,634,409
"HELQ",203,206,211,174,175,158
"HELT",0,0,0,0,0,0
"HELZ",188,200,299,237,341,256
"HELZ2",96,73,15,31,67,28
"HEMGN",2,0,0,0,0,0
"HEMK1",29,20,54,38,42,19
"HENMT1",0,0,0,0,0,1
"HEPACAM",1,3,0,1,1,4
"HEPACAM2",1,1,0,1,2,0
"HEPH",2,3,0,2,2,5
"HEPHL1",6,2,14,9,4,5
"HEPN1",0,2,0,0,0,0
"HERC1",65,64,86,96,102,63
"HERC2",67,85,116,113,166,100
"HERC2P10",0,0,0,0,0,0
"HERC2P2",164,137,201,198,182,151
"HERC2P3",1,0,5,5,3,1
"HERC2P4",4,0,0,0,0,1
"HERC2P7",20,29,15,15,11,12
"HERC2P9",87,53,80,89,63,79
"HERC3",323,217,323,300,461,189
"HERC4",818,541,609,790,921,447
"HERC5",937,591,116,91,298,230
"HERC6",1153,612,151,119,397,607
"HERPUD1",719,526,630,891,725,536
"HERPUD2",102,67,93,83,97,96
"HES1",461,475,486,486,365,404
"HES2",0,0,0,0,0,0
"HES3",0,0,0,0,0,0
"HES4",513,523,107,145,265,165
"HES5",0,0,0,0,0,1
"HES6",58,44,65,50,68,44
"HES7",3,1,0,0,1,0
"HESX1",28,24,31,10,18,29
"HEXA",347,211,441,179,309,358
"HEXA-AS1",1,9,1,1,0,1
"HEXB",1829,1592,1917,1269,1525,1278
"HEXDC",12,9,12,8,5,6
"HEXIM1",107,88,146,83,97,108
"HEXIM2",13,12,45,20,24,28
"HEY1",45,82,219,47,130,354
"HEY2",2,6,0,0,0,1
"HEYL",0,1,0,0,0,0
"HFE",42,31,45,20,43,35
"HFE2",0,0,0,0,0,0
"HFM1",1,8,0,2,1,3
"HGC6.3",0,0,0,0,0,0
"HGD",0,1,0,4,0,3
"HGF",3,0,0,0,5,0
"HGFAC",0,0,0,0,0,0
"HGS",74,75,109,53,141,59
"HGSNAT",201,147,249,205,235,217
"HHAT",29,16,43,26,38,38
"HHATL",0,0,0,0,0,0
"HHEX",5,3,1,0,4,0
"HHIP",16,7,7,29,27,2
"HHIP-AS1",29,36,25,66,60,14
"HHIPL1",3,0,3,0,2,1
"HHIPL2",0,0,1,0,2,2
"HHLA1",0,0,0,0,0,0
"HHLA2",1,0,0,0,0,0
"HHLA3",195,178,295,217,193,257
"HIAT1",1057,702,1052,879,1258,790
"HIATL1",922,598,630,628,807,486
"HIATL2",82,85,112,84,94,71
"HIBADH",716,598,941,706,788,680
"HIBCH",348,276,509,489,545,455
"HIC1",2,1,0,0,2,2
"HIC2",14,13,15,12,6,11
"HID1",1,0,0,0,0,0
"HIF1A",6215,4189,10938,7066,8384,9247
"HIF1A-AS1",6,5,17,10,10,8
"HIF1A-AS2",2794,1889,4531,3339,3434,4110
"HIF1AN",122,99,162,101,154,86
"HIF3A",4,0,0,1,2,2
"HIGD1A",7368,6165,6936,9801,9386,6497
"HIGD1B",1,0,1,3,0,1
"HIGD1C",0,0,4,0,0,0
"HIGD2A",798,666,1005,1056,953,947
"HIGD2B",0,0,0,0,1,0
"HILPDA",155,129,249,235,223,202
"HILS1",0,0,0,0,0,0
"HINFP",31,38,35,22,16,32
"HINT1",5936,4882,5749,8742,7811,5125
"HINT2",1212,947,2120,1780,1767,1471
"HINT3",370,227,246,219,324,255
"HIP1",180,82,190,172,221,149
"HIP1R",3,4,5,3,6,4
"HIPK1",222,174,320,213,312,277
"HIPK2",239,192,225,283,301,155
"HIPK3",421,345,346,451,453,345
"HIPK4",0,0,0,0,0,1
"HIRA",64,35,40,37,54,29
"HIRIP3",63,65,101,54,78,73
"HIST1H1A",8,5,26,22,15,14
"HIST1H1B",23,7,27,31,23,14
"HIST1H1C",214,341,462,315,220,296
"HIST1H1D",26,7,23,21,16,14
"HIST1H1E",30,23,168,79,56,61
"HIST1H1T",0,0,0,0,0,0
"HIST1H2AA",0,0,0,0,0,0
"HIST1H2AB",2,1,1,1,0,0
"HIST1H2AC",190,292,115,162,74,127
"HIST1H2AD",24,7,3,0,0,2
"HIST1H2AE",27,82,4,10,13,26
"HIST1H2AG",11,2,10,5,6,6
"HIST1H2AH",5,0,4,5,6,5
"HIST1H2AI",5,8,17,14,3,0
"HIST1H2AJ",0,0,0,0,0,4
"HIST1H2AK",4,1,2,3,3,1
"HIST1H2AL",6,1,3,7,2,2
"HIST1H2AM",16,7,20,14,9,10
"HIST1H2APS1",0,0,0,0,0,0
"HIST1H2BA",0,0,0,0,0,0
"HIST1H2BB",5,0,0,0,0,0
"HIST1H2BC",50,110,14,31,22,31
"HIST1H2BD",229,353,136,205,142,211
"HIST1H2BE",1,0,0,0,0,0
"HIST1H2BF",7,7,0,0,0,5
"HIST1H2BG",15,13,2,6,4,4
"HIST1H2BH",25,25,14,27,15,22
"HIST1H2BI",14,0,6,1,0,1
"HIST1H2BJ",15,17,8,5,4,8
"HIST1H2BK",1859,2031,1187,1712,1213,1527
"HIST1H2BL",1,1,0,0,0,1
"HIST1H2BM",0,0,0,0,0,0
"HIST1H2BN",12,11,2,0,4,4
"HIST1H2BO",3,0,1,7,1,1
"HIST1H3A",12,0,4,5,0,3
"HIST1H3B",11,3,4,10,0,5
"HIST1H3C",3,2,6,5,6,1
"HIST1H3D",15,68,13,22,14,13
"HIST1H3E",3,5,0,0,1,3
"HIST1H3F",1,4,1,3,3,0
"HIST1H3G",2,5,6,6,1,6
"HIST1H3H",7,17,5,1,2,2
"HIST1H3I",4,0,0,0,0,0
"HIST1H3J",2,1,1,1,0,3
"HIST1H4A",0,0,0,0,0,0
"HIST1H4B",9,2,0,0,0,2
"HIST1H4C",469,470,1084,1127,608,610
"HIST1H4D",1,1,1,1,1,0
"HIST1H4E",32,36,17,16,8,23
"HIST1H4F",0,0,0,0,0,0
"HIST1H4G",0,0,0,0,0,0
"HIST1H4H",15,46,7,7,10,9
"HIST1H4I",0,0,0,0,0,0
"HIST1H4J",32,26,18,31,20,14
"HIST1H4K",0,0,1,0,0,1
"HIST1H4L",0,0,0,0,0,0
"HIST2H2AA3",495,617,0,275,72,239
"HIST2H2AA4",0,607,190,0,121,179
"HIST2H2AB",0,0,2,0,0,1
"HIST2H2AC",64,61,195,127,120,159
"HIST2H2BA",4,0,0,1,0,0
"HIST2H2BC",5,11,9,1,5,8
"HIST2H2BE",104,214,44,61,66,99
"HIST2H2BF",13,6,1,0,1,1
"HIST2H3A",2,3,4,0,0,0
"HIST2H3C",2,3,0,6,0,2
"HIST2H3D",3,0,1,0,0,0
"HIST2H4A",0,55,22,0,14,20
"HIST2H4B",39,0,0,22,0,0
"HIST3H2A",7,10,1,0,4,5
"HIST3H2BB",0,0,0,0,0,0
"HIST3H3",0,0,0,0,0,0
"HIST4H4",3,4,2,1,2,7
"HIVEP1",103,89,73,72,169,85
"HIVEP2",93,74,61,88,121,95
"HIVEP3",162,132,331,233,274,156
"HJURP",141,72,269,96,147,96
"HK1",281,202,353,315,371,175
"HK2",72,76,48,60,46,48
"HK3",0,0,0,0,0,0
"HKDC1",14,8,6,11,16,2
"HKR1",62,46,80,85,69,55
"HLA-A",2532,1710,2011,931,1425,2782
"HLA-B",2528,1786,864,555,895,2586
"HLA-C",1494,971,621,334,463,1252
"HLA-DMA",30,20,17,12,14,16
"HLA-DMB",1,1,1,1,1,4
"HLA-DOA",2,0,0,0,0,1
"HLA-DOB",3,3,0,2,4,2
"HLA-DPA1",2,0,0,0,0,2
"HLA-DPB1",0,2,0,0,0,1
"HLA-DPB2",0,0,0,0,0,0
"HLA-DQA1",0,0,0,0,0,0
"HLA-DQA2",0,0,0,0,0,0
"HLA-DQB1",0,0,0,0,0,0
"HLA-DQB2",0,0,0,0,0,0
"HLA-DRA",3,3,4,0,0,8
"HLA-E",1229,859,327,218,465,489
"HLA-F",456,305,107,56,132,357
"HLA-F-AS1",29,23,31,29,39,24
"HLA-G",1,1,1,0,0,3
"HLA-H",23,25,8,4,8,31
"HLA-J",5,0,0,0,0,0
"HLA-L",2,6,2,0,1,5
"HLCS",86,59,149,128,132,75
"HLF",5,14,6,1,2,2
"HLTF",766,484,1068,835,1202,911
"HLTF-AS1",2,1,0,1,4,2
"HLX",12,19,2,7,10,2
"HLX-AS1",1,0,0,1,0,1
"HM13",2113,1575,2732,1839,2412,1469
"HM13-AS1",0,1,1,2,1,3
"HMBOX1",56,47,64,31,48,45
"HMBS",218,168,418,286,316,218
"HMCES",399,317,568,419,514,305
"HMCN1",14,22,38,38,19,36
"HMCN2",0,0,1,0,0,0
"HMG20A",177,155,230,183,243,185
"HMG20B",137,119,328,107,229,124
"HMGA1",1005,786,766,823,1194,333
"HMGA1P7",1,0,0,0,0,0
"HMGA2",287,275,188,312,257,166
"HMGB1",19369,15749,24966,22956,26538,18017
"HMGB2",8283,7056,10894,8294,8706,7628
"HMGB3",1172,901,1913,1824,2081,1244
"HMGB3P1",0,1,0,0,0,1
"HMGB4",0,0,0,2,0,1
"HMGCL",597,391,687,540,532,506
"HMGCLL1",1,0,0,0,0,1
"HMGCR",831,490,869,921,1302,688
"HMGCS1",935,585,750,1519,1699,806
"HMGCS2",0,0,0,0,0,0
"HMGN1",6330,5882,8524,8552,8112,6949
"HMGN2",22262,19205,40769,28442,33560,23464
"HMGN2P46",1,0,1,0,2,1
"HMGN3",2484,2118,3613,3513,3526,3980
"HMGN3-AS1",24,33,26,19,18,20
"HMGN4",2123,1951,2554,2584,2794,2255
"HMGN5",87,90,116,147,138,197
"HMGXB3",39,28,41,23,58,34
"HMGXB4",368,272,571,344,410,399
"HMHA1",3,8,6,4,11,3
"HMHB1",0,0,0,0,0,0
"HMMR",1051,625,1803,1197,1481,887
"HMOX1",69,68,54,48,45,67
"HMOX2",526,381,716,615,690,350
"HMP19",0,0,0,0,0,1
"HMSD",19,19,24,23,22,14
"HMX1",0,0,0,0,0,0
"HMX2",0,0,0,0,0,1
"HMX3",0,0,0,0,0,0
"HN1",2678,2081,4065,3557,3820,1972
"HN1L",265,166,238,250,238,124
"HNF1A",0,0,0,0,0,0
"HNF1A-AS1",1,2,0,0,2,0
"HNF1B",0,0,0,0,1,0
"HNF4A",0,0,0,0,1,0
"HNF4A-AS1",0,0,0,0,0,0
"HNF4G",0,0,0,0,0,0
"HNMT",416,296,390,366,345,684
"HNRNPA0",81,54,80,122,94,84
"HNRNPA1",3272,2658,4584,4361,5075,2784
"HNRNPA1L2",95,66,168,86,138,108
"HNRNPA1P10",23,14,19,17,35,20
"HNRNPA1P33",0,0,0,0,0,0
"HNRNPA2B1",8119,6709,9872,9310,12383,6759
"HNRNPA3",1195,1096,1468,1615,1878,1238
"HNRNPA3P1",3,0,0,0,0,0
"HNRNPAB",547,390,606,469,605,300
"HNRNPC",4281,3696,5578,4853,6674,3550
"HNRNPCL1",0,0,0,0,0,0
"HNRNPCP5",0,1,0,0,0,0
"HNRNPD",876,672,943,976,962,708
"HNRNPDL",2469,1982,3142,2659,3252,2768
"HNRNPF",1328,947,1389,1055,1355,822
"HNRNPH1",1068,973,1155,1206,1448,981
"HNRNPH2",355,400,891,285,540,718
"HNRNPH3",2599,2156,2719,2839,3480,2205
"HNRNPK",1662,1259,1555,1615,2044,1187
"HNRNPKP3",0,0,0,0,0,0
"HNRNPL",91,83,76,73,74,56
"HNRNPLL",362,275,427,364,443,279
"HNRNPM",468,486,653,606,807,394
"HNRNPR",1635,1298,2186,1477,2403,1262
"HNRNPU",2077,1700,2212,2236,2852,1661
"HNRNPU-AS1",1345,1232,1752,1737,1770,1437
"HNRNPUL1",257,191,358,313,329,205
"HNRNPUL2",92,44,112,68,110,73
"HNRNPUL2-BSCL2",0,0,0,0,1,1
"HOGA1",0,0,1,0,0,0
"HOMER1",61,55,60,108,99,46
"HOMER2",126,94,275,155,184,157
"HOMER3",58,67,105,35,76,47
"HOMEZ",17,16,16,6,15,9
"HOOK1",0,0,0,1,0,5
"HOOK2",4,3,9,7,16,15
"HOOK3",239,221,440,403,439,300
"HOPX",281,289,171,388,261,80
"HORMAD1",0,1,2,1,0,0
"HORMAD2",2,0,0,1,0,0
"HOTAIR",0,2,0,0,0,1
"HOTAIRM1",13,27,21,20,19,13
"HOTTIP",0,3,0,1,0,1
"HOXA-AS2",0,0,1,0,0,1
"HOXA-AS3",0,0,0,0,0,2
"HOXA1",2,1,1,0,0,0
"HOXA10",240,197,223,232,290,161
"HOXA10-AS",60,45,49,41,43,39
"HOXA10-HOXA9",0,3,0,0,0,3
"HOXA11",1,0,0,0,0,1
"HOXA11-AS",0,0,0,0,0,0
"HOXA13",0,1,0,0,0,0
"HOXA2",0,0,0,0,3,1
"HOXA3",1,0,2,2,2,2
"HOXA4",0,0,0,0,0,0
"HOXA5",1,0,0,1,0,0
"HOXA6",0,0,0,0,0,0
"HOXA7",0,0,0,0,0,0
"HOXA9",2,0,2,1,0,0
"HOXB-AS1",18,3,9,10,4,2
"HOXB-AS3",12,6,7,13,17,3
"HOXB1",0,0,0,0,0,0
"HOXB13",14,13,27,15,8,9
"HOXB2",3,0,0,0,0,0
"HOXB3",117,94,110,95,101,89
"HOXB4",0,1,3,1,5,2
"HOXB5",14,9,2,5,14,5
"HOXB6",563,456,781,506,804,356
"HOXB7",34,24,30,51,36,30
"HOXB8",38,18,14,41,30,27
"HOXB9",59,19,41,75,80,45
"HOXC-AS1",0,1,0,0,0,0
"HOXC-AS2",1,1,0,0,0,0
"HOXC-AS3",0,3,0,1,2,1
"HOXC10",2,3,8,6,3,14
"HOXC11",0,0,0,0,0,0
"HOXC12",0,0,0,0,0,0
"HOXC13",0,0,1,0,0,0
"HOXC13-AS",0,0,0,0,0,0
"HOXC4",13,14,14,14,19,15
"HOXC5",1,1,1,5,3,5
"HOXC6",12,10,26,23,20,17
"HOXC8",33,17,51,44,42,25
"HOXC9",23,22,36,38,40,46
"HOXD-AS1",1,0,0,0,0,0
"HOXD-AS2",14,10,10,14,16,7
"HOXD1",0,0,0,0,0,0
"HOXD10",21,41,19,28,37,16
"HOXD11",49,44,41,54,70,33
"HOXD12",0,0,0,0,0,0
"HOXD13",0,0,0,0,0,0
"HOXD3",0,0,0,0,1,0
"HOXD4",1,6,1,3,1,3
"HOXD8",6,1,10,3,6,1
"HOXD9",1,2,3,1,3,2
"HP",2,0,0,0,0,3
"HP08942",8,3,9,0,2,8
"HP09025",0,0,0,0,0,2
"HP1BP3",1214,930,1749,1108,1431,1328
"HPCA",0,2,0,0,1,0
"HPCAL1",223,166,256,197,250,135
"HPCAL4",3,0,0,0,0,0
"HPD",4,5,2,0,1,5
"HPDL",1,5,2,0,1,1
"HPGD",0,11,8,0,3,0
"HPGDS",1,1,0,0,0,0
"HPN",0,0,0,0,0,0
"HPN-AS1",0,0,0,0,0,0
"HPR",1,2,0,0,0,0
"HPRT1",3687,2725,3781,4518,4334,2977
"HPS1",1,0,0,0,0,0
"HPS3",372,280,293,274,309,261
"HPS4",91,103,102,101,103,98
"HPS5",156,143,179,124,170,137
"HPS6",19,10,25,6,9,9
"HPSE",54,40,49,30,22,25
"HPSE2",0,0,0,0,0,0
"HPVC1",0,1,0,1,1,0
"HPX",0,0,0,0,0,0
"HPYR1",0,0,0,0,0,0
"HR",0,0,0,0,1,1
"HRAS",410,376,443,503,600,225
"HRASLS",6,2,11,4,6,3
"HRASLS2",17,13,0,2,2,5
"HRASLS5",0,4,0,0,1,1
"HRC",1,0,0,0,0,0
"HRCT1",15,15,33,31,19,32
"HRG",0,0,0,0,0,0
"HRH1",143,119,102,115,100,78
"HRH2",0,0,3,0,0,0
"HRH3",0,0,0,0,0,0
"HRH4",0,0,0,0,0,0
"HRK",2,1,0,0,0,0
"HRNR",5,0,0,0,0,0
"HRSP12",603,510,778,1034,752,687
"HS1BP3",36,65,50,33,71,47
"HS1BP3-IT1",0,0,0,0,0,0
"HS2ST1",305,252,363,428,342,331
"HS3ST1",112,76,127,124,98,52
"HS3ST2",0,0,0,0,0,0
"HS3ST3A1",108,103,52,80,92,59
"HS3ST3B1",30,18,17,26,22,12
"HS3ST4",0,0,0,0,0,0
"HS3ST5",2,1,0,0,0,0
"HS3ST6",0,0,0,0,0,0
"HS6ST1",11,7,8,12,4,3
"HS6ST2",6,17,24,8,10,3
"HS6ST2-AS1",0,0,0,0,0,0
"HS6ST3",4,0,0,0,0,0
"HSBP1",6855,4962,7391,8821,8469,7607
"HSBP1L1",261,213,165,214,189,143
"HSCB",429,359,432,387,300,322
"HSD11B1",18,29,89,27,4,66
"HSD11B1L",21,28,52,37,29,40
"HSD11B2",0,0,1,0,0,0
"HSD17B1",11,6,6,4,9,14
"HSD17B10",971,997,1357,1352,1359,940
"HSD17B11",602,515,599,583,626,705
"HSD17B12",1436,1079,1367,1292,1595,779
"HSD17B13",6,3,2,0,0,4
"HSD17B14",19,36,58,22,39,27
"HSD17B2",0,0,0,0,0,0
"HSD17B3",2,0,3,4,0,7
"HSD17B4",606,449,982,630,764,808
"HSD17B6",1,5,14,5,19,4
"HSD17B7",1111,653,1288,1391,1522,739
"HSD17B7P2",105,73,86,60,105,66
"HSD17B8",20,19,74,55,55,57
"HSD3B1",0,0,0,1,0,0
"HSD3B2",0,0,4,0,0,2
"HSD3B7",49,41,64,54,69,26
"HSD3BP4",0,1,1,2,3,2
"HSD52",7,4,5,4,4,5
"HSDL1",114,65,161,151,160,76
"HSDL2",628,463,1045,907,941,687
"HSF1",46,46,56,60,63,41
"HSF2",573,588,597,609,701,585
"HSF2BP",31,33,39,43,33,15
"HSF4",4,6,3,3,7,5
"HSF5",1,0,0,3,0,0
"HSFX1",1,0,1,4,0,1
"HSFX2",0,0,0,0,0,0
"HSFY1",0,0,0,0,0,0
"HSFY1P1",0,0,0,0,0,0
"HSFY2",0,0,0,0,0,0
"HSH2D",0,5,1,1,1,3
"HSP90AA1",28586,20108,27357,31345,35850,18838
"HSP90AB1",7700,5024,8305,6934,10056,5138
"HSP90AB4P",5,7,8,2,5,5
"HSP90B1",10015,6315,10170,10262,12042,8266
"HSP90B2P",4,11,5,4,4,6
"HSPA12A",2,3,6,0,3,4
"HSPA12B",1,0,0,0,0,0
"HSPA13",2526,2059,2397,2972,3170,2283
"HSPA14",970,888,1133,1191,1178,801
"HSPA1A",347,125,202,154,112,101
"HSPA1B",278,124,128,140,120,87
"HSPA1L",3,6,11,4,8,3
"HSPA2",24,18,74,28,39,37
"HSPA4",651,502,691,582,806,472
"HSPA4L",233,203,224,183,245,200
"HSPA5",8478,4361,4779,5429,5399,3029
"HSPA6",15,2,0,3,0,0
"HSPA7",0,0,0,0,1,0
"HSPA8",15258,10421,15970,13615,17315,8858
"HSPA9",1410,919,1261,1077,1560,811
